inventory_numbers;tag_inv;NURI;NURI_tag;taxonomy_1;tag_tax_1;taxonomy_2;tag_tax_2;location;tag_loc;stratigraphy;tag_str;author;author_tag;year;year_tag;old_inventory;old_inventory_tag;collector;collector_tag;determiner;determiner_tag
MB.I.2192;INV;http://coll.mfn-berlin.de/u/ae9b7d;O;Trichoptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 204;O;;O
MB.I.2193;INV;http://coll.mfn-berlin.de/u/145a80;O;Trichoptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 205;O;;O
MB.I.2194;INV;http://coll.mfn-berlin.de/u/efa369;O;Psocoptera;ORD;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 206;O;;O
MB.I.2195;INV;http://coll.mfn-berlin.de/u/876146;O;Protoligoneuria;GEN;limai;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 207;O;;O
MB.I.2196;INV;http://coll.mfn-berlin.de/u/be2ae3;O;Elcana;GEN;minima;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 208;O;;O
MB.I.2197;INV;http://coll.mfn-berlin.de/u/34efea;O;Elcana;GEN;gracillima;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 209;O;;O
MB.I.2198;INV;http://coll.mfn-berlin.de/u/6bd5a0;O;Elcana;GEN;analis;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 210;O;;O
MB.I.2199;INV;http://coll.mfn-berlin.de/u/7e29c2;O;Elcana;GEN;acuta;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 211;O;;O
MB.I.2200;INV;http://coll.mfn-berlin.de/u/f165b8;O;Elcana;GEN;abnormis;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 212;O;;O
MB.I.2201;INV;http://coll.mfn-berlin.de/u/3d890e;O;Liassochrysa;GEN;stigmatica;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;gek. V. Schwickert Nr. 95;O;;O
MB.I.2204;INV;http://coll.mfn-berlin.de/u/620c05;O;Insecta;CLASS;indet.;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1999.3;O;gek. V. Schwickert;O;;O
MB.I.25.1.a;INV;http://coll.mfn-berlin.de/u/e4daca;O;Insecta;CLASS;indet.;SPE;Dobbertin, Mecklenburg-Vorpommern, Deutschland;LOC;Posidonienschiefer, Lias Ꜫ, Toarcium, Lias, Jura;STR;Handlirsch;O;1906;O;50;O;Coll. Uni Rostock;O;;O
MB.I.27.1.a;INV;http://coll.mfn-berlin.de/u/e4da9a;O;Insecta;CLASS;indet.;SPE;Dobbertin, Mecklenburg-Vorpommern, Deutschland;LOC;Posidonienschiefer, Lias Ꜫ, Toarcium, Lias, Jura;STR;Handlirsch;O;1906;O;19;O;Coll. Uni Rostock;O;;O
MB.I.5046;INV;http://coll.mfn-berlin.de/u/e0bd18;O;Insecta;CLASS;indet.;SPE;Dobbertin;LOC;Lias E, Toarcium, Lias, Jura;STR;Ansorge & Schlüter;O;1990;O;LDA 301;O;Slg. Zessin;O;;O
MB.I.6053;INV;http://coll.mfn-berlin.de/u/519062;O;Insecta;CLASS;indet.;SPE;Willershausen am Westharz;LOC;Ob. Pliozän;STR;;O;;O;;O;Coll. Krath;O;;O
MB.I.6054;INV;http://coll.mfn-berlin.de/u/dc269a;O;Insecta;CLASS;indet.;SPE;Willershausen am Westharz;LOC;Ob. Pliozän;STR;;O;;O;;O;Coll. Krath;O;;O
MB.I.6055;INV;http://coll.mfn-berlin.de/u/60cade;O;Orthoptera;ORD;indet.;SPE;Willershausen am Westharz;LOC;Ob. Pliozän;STR;;O;;O;;O;Coll. Krath;O;;O
MB.I.6056;INV;http://coll.mfn-berlin.de/u/d0a21b;O;Ephemera;GEN;angustipennis;SPE;Willershausen am Westharz;LOC;Ob. Pliozän;STR;;O;;O;;O;Coll. Krath;O;;O
MB.I.6057;INV;http://coll.mfn-berlin.de/u/7c7674;O;Ephemera;GEN;angustipennis;SPE;Willershausen am Westharz;LOC;Ob. Pliozän;STR;;O;;O;;O;Coll. Krath;O;;O
MB.I.6058;INV;http://coll.mfn-berlin.de/u/4079cb;O;Ephemera;GEN;prisca;SPE;Willershausen am Westharz;LOC;Ob. Pliozän;STR;;O;;O;;O;Coll. Krath;O;;O
MB.I.6060;INV;http://coll.mfn-berlin.de/u/5473da;O;Ephemera;GEN;prisca;SPE;Araripe Becken, Brasilien;LOC;Crato-Formation, Apt.-Alb. U.-Kreide;STR;;O;;O;MB.1993.3;O;Coll. Schenker;O;;O
MB.I.6551.a-b;INV;http://coll.mfn-berlin.de/u/940802;O;Ephemera;GEN;prisca;SPE;Solnhofen, Bayern, Deutschland;LOC;Solnhofener Plattenkalk, Ober-Jura;STR;Rambur;O;1842;O;21-22;O;Slg. Redenbacher;O;det. Assmann;O
MB.I.6552;INV;http://coll.mfn-berlin.de/u/94081f;O;Chrysopa;GEN;velata;SPE;Solnhofen, Bayern, Deutschland;LOC;Solnhofener Plattenkalk, Ober-Jura;STR;Rambur;O;1842;O;20;O;Slg. Redenbacher;O;det. Assmann;O
MB.I.6553;INV;http://coll.mfn-berlin.de/u/940852;O;Chrysopa;GEN;velata;SPE;Solnhofen, Bayern, Deutschland;LOC;Solnhofener Plattenkalk, Ober-Jura;STR;Germar;O;1839;O;25;O;Slg. Redenbacher;O;det. Assmann;O
MB.I.6554.a-b;INV;http://coll.mfn-berlin.de/u/940807;O;Ephemera;GEN;subversa;SPE;Solnhofen, Bayern, Deutschland;LOC;Solnhofener Plattenkalk, Ober-Jura;STR;Germar;O;1839;O;23-24;O;Slg. Redenbacher;O;det. Assmann;O
MB.I.6555;INV;http://coll.mfn-berlin.de/u/940828;O;Apochrysa;GEN;excelsa;SPE;Solnhofen, Bayern, Deutschland;LOC;Solnhofener Plattenkalk, Ober-Jura;STR;Germar;O;1839;O;26;O;Slg. Redenbacher;O;det. Assmann;O
MB.I.6556;INV;http://coll.mfn-berlin.de/u/940848;O;Bittacus;GEN;beyrichi;SPE;Solnhofen, Bayern, Deutschland;LOC;Solnhofener Plattenkalk, Ober-Jura;STR;;O;;O;34;O;Slg. Redenbacher;O;det. Assmann;O
MB.I.6557;INV;http://coll.mfn-berlin.de/u/94081b;O;Ephemera;GEN;excelsa;SPE;Solnhofen, Bayern, Deutschland;LOC;Solnhofener Plattenkalk, Ober-Jura;STR;;O;;O;38;O;Slg. Redenbacher;O;det. Assmann;O
MB.I.6558;INV;http://coll.mfn-berlin.de/u/9407fd;O;Agrion;GEN;sp.;SPE;Solnhofen, Bayern, Deutschland;LOC;Solnhofener Plattenkalk, Ober-Jura;STR;;O;;O;32;O;Slg. Redenbacher;O;det. Assmann;O
MB.I.6559;INV;http://coll.mfn-berlin.de/u/9407e6;O;Osmylus;GEN;multinervis;SPE;Solnhofen, Bayern, Deutschland;LOC;Solnhofener Plattenkalk, Ober-Jura;STR;Hagen;O;1862;O;33;O;Slg. Redenbacher;O;det. Assmann;O
MB.I.6560;INV;http://coll.mfn-berlin.de/u/940831;O;Gryllidae;FAM;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Solnhofener Plattenkalk, Ober-Jura;STR;;O;;O;37;O;Slg. Häberlein 1880;O;det. Assmann;O
MB.I.6562.a-b;INV;http://coll.mfn-berlin.de/u/9407d3;O;Orthoptera;ORD;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Solnhofener Plattenkalk, Ober-Jura;STR;Hagen;O;1862;O;27-28;O;Slg. Redenbacher;O;det. Assmann;O
MB.I.6563.a-b;INV;http://coll.mfn-berlin.de/u/940822;O;Blattodea;FAM;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Solnhofener Plattenkalk, Ober-Jura;STR;;O;;O;40-41;O;Slg. Redenbacher;O;det. Assmann;O
MB.I.6564.a-b;INV;http://coll.mfn-berlin.de/u/9407bc;O;Blattodea;FAM;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Solnhofener Plattenkalk, Ober-Jura;STR;;O;;O;35-36;O;Slg. Redenbacher;O;det. Assmann;O
MB.I.6565;INV;http://coll.mfn-berlin.de/u/940803;O;Blattodea;FAM;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Solnhofener Plattenkalk, Ober-Jura;STR;;O;;O;39;O;Slg. Häberlein 1880;O;det. Assmann, Zeuner 1935;O
MB.I.6566;INV;http://coll.mfn-berlin.de/u/9407ea;O;Blattodea;FAM;indet.;SPE;Solnhofen, Bayern, Deutschland;LOC;Solnhofener Plattenkalk, Ober-Jura;STR;;O;;O;MB.1969.54.97;O;Coll. Rühle v. Lilienstern;O;;O
MB.I.6584;INV;http://coll.mfn-berlin.de/u/1a1d5c;O;Blattodea;FAM;indet.;SPE;Nova Olinda, Araripe-Becken, Brasilien;LOC;Santana Formation, Unter-Kreide;STR;;O;;O;;O;;O;;O
MB.I.6585;INV;http://coll.mfn-berlin.de/u/94084e;O;Blattodea;FAM;indet.;SPE;Nova Olinda, Araripe-Becken, Brasilien;LOC;Santana Formation, Unter-Kreide;STR;;O;;O;;O;;O;;O
MB.I.6586;INV;http://coll.mfn-berlin.de/u/5cf20c;O;Blattodea;FAM;indet.;SPE;Nova Olinda, Araripe-Becken, Brasilien;LOC;Santana Formation, Unter-Kreide;STR;;O;;O;;O;;O;;O
MB.I.6587;INV;http://coll.mfn-berlin.de/u/94084a;O;Telephorus;GEN;tertiarius;SPE;Nova Olinda, Araripe-Becken, Brasilien;LOC;Santana Formation, Unter-Kreide;STR;;O;;O;;O;;O;;O
MB.I.6588;INV;http://coll.mfn-berlin.de/u/9407b9;O;Insecta;CLASS;indet.;SPE;Nova Olinda, Araripe-Becken, Brasilien;LOC;Santana Formation, Unter-Kreide;STR;;O;;O;;O;;O;;O
MB.I.6589;INV;http://coll.mfn-berlin.de/u/9407b4;O;Cistela;GEN;molassica;SPE;Nova Olinda, Araripe-Becken, Brasilien;LOC;Santana Formation, Unter-Kreide;STR;;O;;O;;O;;O;;O
MB.I.6590;INV;http://coll.mfn-berlin.de/u/d58a7b;O;Libellula;GEN;doris;SPE;Nova Olinda, Araripe-Becken, Brasilien;LOC;Santana Formation, Unter-Kreide;STR;;O;;O;;O;;O;;O
MB.I.7835;INV;http://coll.mfn-berlin.de/u/94067f;O;Ampedus;GEN;klugii;SPE;Oeningen;LOC;Miozän;STR;;O;;O;56;O;Coll. Heer;O;;O
MB.I.7836;INV;http://coll.mfn-berlin.de/u/940816;O;Lytta;GEN;aesculapi;SPE;Solnhofen, Bayern, Deutschland;LOC;Solnhofener Plattenkalk oberer Malm;STR;;O;;O;MB.1998.1;O;Slg. Edinger;O;;O
MB.I.7837;INV;http://coll.mfn-berlin.de/u/94066d;O;Lytta;GEN;angusticollis;SPE;Oeningen;LOC;Miozän;STR;;O;;O;62;O;Coll. Heer;O;;O
MB.I.7838;INV;http://coll.mfn-berlin.de/u/9406b9;O;Telephorus;GEN;fragilis;SPE;Oeningen;LOC;Miozän;STR;;O;;O;;O;Coll. Heer;O;;O
MB.I.7839;INV;http://coll.mfn-berlin.de/u/9406cd;O;Libellula;GEN;doris;SPE;Oeningen;LOC;Miozän;STR;;O;;O;48;O;Coll. Heer;O;;O
MB.I.7840;INV;http://coll.mfn-berlin.de/u/9406e6;O;Lina;GEN;populeti;SPE;Oeningen;LOC;Miozän;STR;;O;;O;59;O;Coll. Heer;O;;O
MB.I.7841;INV;http://coll.mfn-berlin.de/u/940694;O;Belostomum;GEN;buchii;SPE;Oeningen;LOC;Miozän;STR;;O;;O;60;O;Coll. Heer;O;;O
MB.I.7842;INV;http://coll.mfn-berlin.de/u/940643;O;Libellula;GEN;eurynome;SPE;Oeningen;LOC;Miozän;STR;;O;;O;57;O;Coll. Heer;O;;O
MB.I.7845;INV;http://coll.mfn-berlin.de/u/940679;O;Cassida;GEN;orbiculata;SPE;Oeningen;LOC;Miozän;STR;;O;;O;117;O;Coll. Heer;O;;O
MB.I.7846;INV;http://coll.mfn-berlin.de/u/940690;O;Hister;GEN;antiquus;SPE;Oeningen ;LOC;Miozän;STR;;O;;O;96;O;Coll. Heer;O;;O
MB.I.7847;INV;http://coll.mfn-berlin.de/u/940670;O;Telephorus;GEN;tertiarius;SPE;Oeningen ;LOC;Obermiozän;STR;;O;;O;;O;Coll. Heer;O;;O
MB.I.7847;INV;http://coll.mfn-berlin.de/u/9406c9;O;Libellula;GEN;eurynome;SPE;Oeningen;LOC;Miozän;STR;;O;;O;;O;Coll. Heer;O;;O
MB.I.7848;INV;http://coll.mfn-berlin.de/u/940662;O;Elcana;GEN;minima;SPE;Oeningen;LOC;Miozän;STR;;O;;O;96;O;Coll. Heer;O;;O
MB.I.7849;INV;http://coll.mfn-berlin.de/u/94065a;O;Ampedus;GEN;lividus;SPE;Oeningen ;LOC;Miozän;STR;;O;;O;;O;Coll. Heer;O;;O
MB.I.7850;INV;http://coll.mfn-berlin.de/u/94062c;O;Formica;GEN;procera;SPE;Oeningen;LOC;Miozän;STR;;O;;O;56;O;Coll. Heer;O;;O
MB.I.7851;INV;http://coll.mfn-berlin.de/u/9406cf;O;Hister;GEN;morosus;SPE;Oeningen;LOC;Miozän;STR;;O;;O;;O;Coll. Heer;O;;O
MB.I.7852;INV;http://coll.mfn-berlin.de/u/e0bd43;O;Ancylocheira;GEN;gracilis;SPE;Dobbertin;LOC;Oberer Lias;STR;Handlirsch;O;1906;O;LD 1382/2;O;Slg. Zessin;O;;O
MB.I.7853;INV;http://coll.mfn-berlin.de/u/9406cc;O;Hister;GEN;coprolithorum;SPE;Oeningen;LOC;Miozän;STR;;O;;O;49;O;Coll. Heer;O;;O
MB.I.7854;INV;http://coll.mfn-berlin.de/u/940629;O;Anoplitis;GEN;bremii;SPE;Oeningen;LOC;Miozän;STR;;O;;O;119c;O;Coll. Heer;O;;O
MB.I.7855;INV;http://coll.mfn-berlin.de/u/940697;O;Libellula;GEN;thoe;SPE;Oeningen ;LOC;Miozän;STR;;O;;O;32;O;Coll. Heer;O;;O
MB.I.7856;INV;http://coll.mfn-berlin.de/u/940625;O;Malachius;GEN;vertumni;SPE;Oeningen;LOC;Miozän;STR;;O;;O;41;O;Coll. Heer;O;;O
MB.I.7857;INV;http://coll.mfn-berlin.de/u/94069d;O;Anoplitis;GEN;bremii;SPE;Oeningen;LOC;Miozän;STR;;O;;O;36;O;Coll. Heer;O;;O
MB.I.7858;INV;http://coll.mfn-berlin.de/u/940685;O;Anoplitis;GEN;bremii;SPE;Oeningen ;LOC;Miozän;STR;;O;;O;;O;Coll. Heer;O;;O
MB.I.7859;INV;http://coll.mfn-berlin.de/u/9406bc;O;Anoplitis;GEN;minor;SPE;Oeningen;LOC;Miozän;STR;;O;;O;;O;Coll. Heer;O;;O
MB.I.7860;INV;http://coll.mfn-berlin.de/u/940637;O;Hister;GEN;antiquus;SPE;Oeningen;LOC;Miozän;STR;;O;;O;58;O;Coll. Heer;O;;O
MB.I.7861;INV;http://coll.mfn-berlin.de/u/9406d1;O;Hister;GEN;maculigerus;SPE;Oeningen ;LOC;Miozän;STR;;O;;O;89;O;Coll. Heer;O;;O
MB.I.7862;INV;http://coll.mfn-berlin.de/u/9406b5;O;Malachius;GEN;vertumni;SPE;Oeningen ;LOC;Miozän;STR;;O;;O;89;O;Coll. Heer;O;;O
MB.I.7863;INV;http://coll.mfn-berlin.de/u/940653;O;Libellula;GEN;eurynome;SPE;Oeningen;LOC;Miozän;STR;;O;;O;90;O;Coll. Heer;O;;O
MB.I.7864;INV;http://coll.mfn-berlin.de/u/9406a1;O;Formica;GEN;obesa;SPE;Oeningen ;LOC;Miozän;STR;;O;;O;34;O;Coll. Heer;O;;O
MB.I.7865;INV;http://coll.mfn-berlin.de/u/940624;O;Elater;GEN;tristis;SPE;Oeningen ;LOC;Miozän;STR;;O;;O;33;O;Coll. Heer;O;;O
MB.I.7866;INV;http://coll.mfn-berlin.de/u/940672;O;Libellula;GEN;eurynome;SPE;Oeningen;LOC;Miozän;STR;;O;;O;58;O;Coll. Heer;O;;O
MB.I.7867;INV;http://coll.mfn-berlin.de/u/9406aa;O;Anoplitis;GEN;bremii;SPE;Oeningen;LOC;Miozän;STR;;O;;O;118a;O;Coll. Heer;O;;O
MB.I.7868;INV;http://coll.mfn-berlin.de/u/940686;O;Rhynchites;GEN;dionysus;SPE;Oeningen;LOC;Miozän;STR;;O;;O;122.5;O;Coll. Heer;O;;O
MB.I.7869;INV;http://coll.mfn-berlin.de/u/940696;O;Hister;GEN;antiquus;SPE;Oeningen;LOC;Miozän;STR;;O;;O;37;O;Coll. Heer;O;;O
MB.I.7870;INV;http://coll.mfn-berlin.de/u/940639;O;Gomphocerus;GEN;atavorum;SPE;Oeningen;LOC;Miozän;STR;;O;;O;;O;Coll. Heer;O;;O
MB.I.7871;INV;http://coll.mfn-berlin.de/u/9406e3;O;Formica;GEN;obesa;SPE;Oeningen;LOC;Miozän;STR;;O;;O;89a;O;Coll. Heer;O;;O
MB.I.7872;INV;http://coll.mfn-berlin.de/u/9406c7;O;Anoplitis;GEN;bremii;SPE;Oeningen;LOC;Miozän;STR;;O;;O;65;O;Coll. Heer;O;;O
MB.I.7873;INV;http://coll.mfn-berlin.de/u/9406df;O;Libellula;GEN;doris;SPE;Oeningen;LOC;Miozän;STR;;O;;O;34;O;Coll. Heer;O;;O
MB.I.7874;INV;http://coll.mfn-berlin.de/u/9406d2;O;Libellula;GEN;eurynome;SPE;Oeningen;LOC;Miozän;STR;;O;;O;113;O;Coll. Heer;O;;O
MB.I.7876;INV;http://coll.mfn-berlin.de/u/94065e;O;Malachius;GEN;vertumni;SPE;Oeningen;LOC;Miozän;STR;;O;;O;122.1;O;Coll. Heer;O;;O
MB.I.7877;INV;http://coll.mfn-berlin.de/u/9406b3;O;Chrysomela;GEN;indurata;SPE;Oeningen ;LOC;Miozän;STR;;O;;O;89;O;Coll. Heer;O;;O
MB.I.7878;INV;http://coll.mfn-berlin.de/u/94062a;O;Libellula;GEN;doris;SPE;Oeningen;LOC;Obermiozän;STR;;O;;O;3;O;Coll. Heer;O;;O
MB.I.7879;INV;http://coll.mfn-berlin.de/u/9406b4;O;Attelobus;GEN;durus;SPE;Oeningen;LOC;Miozän;STR;;O;;O;;O;Coll. Heer;O;;O
MB.I.7880;INV;http://coll.mfn-berlin.de/u/94069b;O;Libellula;GEN;ventricosa;SPE;Oeningen;LOC;Miozän;STR;;O;;O;58;O;Coll. Heer;O;;O
MB.I.7881;INV;http://coll.mfn-berlin.de/u/94061d;O;Cassida;GEN;blancheti;SPE;Oeningen;LOC;Miozän;STR;;O;;O;;O;Coll. Heer;O;;O
MB.I.7882;INV;http://coll.mfn-berlin.de/u/94063b;O;Cistela;GEN;spectabilis;SPE;Oeningen;LOC;Miozän;STR;;O;;O;;O;Coll. Heer;O;;O
MB.I.7883;INV;http://coll.mfn-berlin.de/u/9406c8;O;Libellula;GEN;thoe;SPE;Oeningen;LOC;Obermiozän;STR;Heer;O;;O;;O;Coll. Heer;O;;O
MB.I.7884;INV;http://coll.mfn-berlin.de/u/940682;O;Libellula;GEN;indet.;SPE;Oeningen;LOC;Miozän;STR;;O;;O;115.6;O;Coll. Heer;O;;O
MB.I.7885;INV;http://coll.mfn-berlin.de/u/9406af;O;Limonius;GEN;optabilis;SPE;Oeningen;LOC;Miozän;STR;;O;;O;92;O;Coll. Heer;O;;O
MB.I.7886;INV;http://coll.mfn-berlin.de/u/9406de;O;Attelobus;GEN;denilis;SPE;Oeningen;LOC;Miozän;STR;Heer;O;;O;;O;Coll. Heer;O;;O
MB.I.7887;INV;http://coll.mfn-berlin.de/u/940635;O;Bruchus;GEN;dubiosus;SPE;Oeningen;LOC;Miozän;STR;;O;;O;;O;Coll. Heer;O;;O
MB.I.7888;INV;http://coll.mfn-berlin.de/u/940698;O;Malachius;GEN;vertumni;SPE;Oeningen;LOC;Miozän;STR;;O;;O;;O;Coll. Heer;O;;O
MB.I.7889;INV;http://coll.mfn-berlin.de/u/9406d9;O;Formica;GEN;obesa;SPE;Oeningen;LOC;Miozän;STR;;O;;O;54;O;Coll. Heer;O;;O
MB.I.7891;INV;http://coll.mfn-berlin.de/u/940689;O;Galeruca;GEN;microdena;SPE;Oeningen;LOC;Miozän;STR;;O;;O;67;O;Coll. Heer;O;;O
MB.I.7893;INV;http://coll.mfn-berlin.de/u/9406e2;O;Libellula;GEN;doris;SPE;Oeningen;LOC;Miozän;STR;Heer;O;;O;;O;Coll. Heer;O;;O
MB.I.7894;INV;http://coll.mfn-berlin.de/u/9406d0;O;Libellula;GEN;doris;SPE;Oeningen;LOC;Miozän;STR;;O;;O;58.a;O;Coll. Heer;O;;O
MB.I.7895;INV;http://coll.mfn-berlin.de/u/940667;O;Cistela;GEN;molassica;SPE;Oeningen;LOC;Miozän;STR;;O;;O;122a;O;Coll. Heer;O;;O
MB.I.7896;INV;http://coll.mfn-berlin.de/u/940644;O;Protomyrmeleon;GEN;brunonis;SPE;Oeningen;LOC;Miozän;STR;;O;;O;105;O;Coll. Heer;O;;O
MB.I.7898;INV;http://coll.mfn-berlin.de/u/940626;O;Elcana;GEN;geinitzi;SPE;Oeningen;LOC;Miozän;STR;;O;;O;;O;Coll. Heer;O;;O
MB.I.7899;INV;http://coll.mfn-berlin.de/u/940671;O;Harpactor;GEN;maculipes;SPE;Oeningen;LOC;Miozän;STR;;O;;O;;O;Coll. Heer;O;;O
MB.I.7900;INV;http://coll.mfn-berlin.de/u/9406e4;O;Elcana;GEN;media;SPE;Oeningen;LOC;Miozän;STR;;O;;O;62;O;Coll. Heer;O;;O
MB.I.7903;INV;http://coll.mfn-berlin.de/u/e0bc65;O;Elcana;GEN;geinitzi;SPE;Dobbertin;LOC;Lias;STR;Geinitz;O;1887;O;LDA 325;O;Slg. Zessin;O;;O
MB.I.7906;INV;http://coll.mfn-berlin.de/u/9407a0;O;Eurydema;GEN;brevicollis;SPE;Dobbertin;LOC;Oberer Lias;STR;Heer;O;1880;O;LD 1262/1/2;O;Slg. Zessin;O;;O
MB.I.7907;INV;http://coll.mfn-berlin.de/u/940761;O;Elcana;GEN;media;SPE;Oeningen;LOC;Obermiozän;STR;Heer;O;;O;;O;Coll. Heer;O;;O
MB.I.7909;INV;http://coll.mfn-berlin.de/u/9407a7;O;Elcana;GEN;media;SPE;Dobbertin;LOC;Oberer Lias;STR;Handlirsch;O;1906;O;LD 586;O;Slg. Zessin;O;;O
MB.I.7910;INV;http://coll.mfn-berlin.de/u/940716;O;Syromaster;GEN;coronatus;SPE;Dobbertin;LOC;Oberer Lias;STR;Heer;O;1880;O;LD 1891/1/2;O;Slg. Zessin;O;;O
MB.I.7916;INV;http://coll.mfn-berlin.de/u/9407ae;O;Elcana;GEN;minima;SPE;Oeningen;LOC;Obermiozän;STR;;O;;O;;O;Coll. Heer;O;;O
MB.I.7917;INV;http://coll.mfn-berlin.de/u/94076f;O;Elcana;GEN;minima;SPE;Dobbertin;LOC;Oberer Lias;STR;Handlirsch;O;1906;O;LD 2183/2;O;Slg. Zessin;O;;O
MB.I.7918;INV;http://coll.mfn-berlin.de/u/940795;O;Elcana;GEN;geinitzi;SPE;Dobbertin;LOC;Oberer Lias;STR;Handlirsch;O;1906;O;LD 1340/2;O;Slg. Zessin;O;;O
MB.I.7919;INV;http://coll.mfn-berlin.de/u/9406f1;O;Elcana;GEN;magna;SPE;Oeningen;LOC;Obermiozän;STR;Heer;O;;O;;O;Coll. Heer;O;;O
MB.I.7920;INV;http://coll.mfn-berlin.de/u/e0bd46;O;Protomyrmeleon;GEN;brunonis;SPE;Dobbertin;LOC;Oberer Lias;STR;Handlirsch;O;1906;O;LD 1961;O;Slg. Zessin;O;;O
MB.I.7923;INV;http://coll.mfn-berlin.de/u/e0bc8d;O;Gomphocerus;GEN;fischeri;SPE;Schandelah;LOC;Oberer Lias;STR;Handlirsch;O;1906;O;LS 142/2;O;Slg. Zessin;O;;O
MB.I.7924;INV;http://coll.mfn-berlin.de/u/9406bd;O;Elcana;GEN;geinitzi;SPE;Dobbertin;LOC;Oberer Lias;STR;Heer;O;1880;O;LD 1261/3;O;Slg. Zessin;O;;O
MB.I.7932;INV;http://coll.mfn-berlin.de/u/e0bc4a;O;Formica;GEN;obesa;SPE;Dobbertin;LOC;Lias;STR;Handlirsch;O;1906;O;LD 1589/2;O;Slg. Zessin;O;;O
MB.I.7934;INV;http://coll.mfn-berlin.de/u/e0bcf3;O;Elcana;GEN;magna;SPE;Dobbertin;LOC;Lias;STR;Geinitz;O;1887;O;LDA 325;O;Slg. Zessin;O;;O
MB.I.7935;INV;http://coll.mfn-berlin.de/u/94065c;O;Elcana;GEN;geinitzi;SPE;Oeningen;LOC;Miozän;STR;;O;;O;;O;Coll. Heer;O;;O
MB.I.7937;INV;http://coll.mfn-berlin.de/u/94062b;O;Formica;GEN;procera;SPE;Dobbertin;LOC;Oberer Lias;STR;Heer;O;1880;O;LD 1219/2, 3;O;Slg. Zessin;O;;O
MB.I.7938;INV;http://coll.mfn-berlin.de/u/94061e;O;Insecta;CLASS;indet.;SPE;Oeningen;LOC;Miozän;STR;;O;;O;122;O;Coll. Heer;O;;O
MB.I.7939;INV;http://coll.mfn-berlin.de/u/e0bcbb;O;Elcana;GEN;media;SPE;Dobbertin;LOC;Lias ;STR;Handlirsch;O;1906;O;LD 2170/2;O;Slg. Zessin;O;;O
MB.I.7940;INV;http://coll.mfn-berlin.de/u/940666;O;Elcana;GEN;media;SPE;Dobbertin;LOC;Oberer Lias;STR;Heer;O;1880;O;LD 1458/3;O;Slg. Zessin;O;;O
MB.I.7943;INV;http://coll.mfn-berlin.de/u/9406d7;O;Elcana;GEN;minima;SPE;Oeningen;LOC;Miozän;STR;;O;;O;119;O;Coll. Heer;O;;O
MB.I.7944;INV;http://coll.mfn-berlin.de/u/9406e8;O;Elcana;GEN;media;SPE;Oeningen/ Sinigallia?;LOC;Obermiozän;STR;;O;;O;;O;Coll. Heer;O;;O
MB.I.7945;INV;http://coll.mfn-berlin.de/u/94073d;O;Elcana;GEN;media;SPE;Dobbertin;LOC;Oberer Lias;STR;Handlirsch;O;1906;O;LD 1967/1;O;Slg. Zessin;O;;O
MB.I.7949;INV;http://coll.mfn-berlin.de/u/94077e;O;Elcana;GEN;minima;SPE;Dobbertin;LOC;Oberer Lias;STR;Handlirsch;O;1906;O;LD 1506/2;O;Slg. Zessin;O;;O
MB.I.7955;INV;http://coll.mfn-berlin.de/u/e0bd1c;O;Elcana;GEN;minima;SPE;Dobbertin;LOC;Oberer Lias;STR;Handlirsch;O;1906;O;LD 1960/2;O;Slg. Zessin;O;;O
